Tanggal,Hujan,Temperatur,Kecepatan Angin,Arah Angin,Tekanan Udara,Kelembaban,UV
2022-09-06 00:00:00,0.0,24.7,0.85,81.0,1008.9,94.92,0.0
2022-09-06 01:00:00,0.0,24.04,0.09,30.0,1008.2,94.92,0.0
2022-09-06 02:00:00,0.0,24.16,0.96,52.0,1007.7,94.92,0.0
2022-09-06 03:00:00,0.0,24.04,1.64,0.0,1007.42,94.92,0.0
2022-09-06 04:00:00,0.0,23.9,1.1,26.0,1007.16,94.92,0.0
2022-09-06 05:00:00,0.0,23.94,0.51,24.0,1007.2,94.92,0.0
2022-09-06 06:00:00,0.0,24.0,1.01,34.0,1008.2,94.92,0.06
2022-09-06 07:00:00,0.0,24.4,0.82,61.0,1008.92,94.92,0.6
2022-09-06 08:00:00,0.0,24.92,0.61,0.0,1009.66,94.92,1.24
2022-09-06 09:00:00,0.0,26.2,2.44,30.0,1009.9,94.92,4.41
2022-09-06 10:00:00,0.0,27.28,2.08,14.0,1009.8,92.36,4.48
2022-09-06 11:00:00,0.0,27.5,6.05,322.0,1008.94,90.6,5.82
2022-09-06 12:00:00,0.2,32.4,9.69,188.0,1007.7,68.18,5.34
2022-09-06 13:00:00,0.0,26.66,24.19,169.0,1007.3,93.02,2.75
2022-09-06 14:00:00,0.0,28.8,18.35,168.0,1006.56,78.72,5.02
2022-09-06 15:00:00,0.0,27.6,14.195,248.5,1006.03,86.57,2.24
2022-09-06 16:00:00,0.0,26.4,10.04,329.0,1005.5,94.42,1.19
2022-09-06 17:00:00,0.0,26.4,7.89,322.0,1005.7,90.54,0.44
2022-09-06 18:00:00,0.0,26.049999999999997,6.25,322.0,1006.71,92.73,0.0
2022-09-06 19:00:00,0.0,25.7,4.61,322.0,1007.72,94.92,0.0
2022-09-06 20:00:00,0.0,25.0,7.4,279.0,1008.12,94.92,0.0
2022-09-06 21:00:00,0.0,24.6,1.07,155.0,1008.46,94.92,0.0
2022-09-06 22:00:00,0.0,24.2,0.83,196.0,1009.26,94.92,0.0
2022-09-06 23:00:00,0.0,24.0,1.97,15.0,1009.3,94.92,0.0
2022-09-07 00:00:00,0.0,23.82,0.0,15.0,1008.94,94.92,0.0
2022-09-07 01:00:00,0.0,23.8,0.18,37.0,1008.44,94.92,0.0
2022-09-07 02:00:00,0.0,23.2,1.43,332.0,1007.62,94.92,0.0
2022-09-07 03:00:00,0.0,23.0,1.8,352.0,1007.4,94.92,0.0
2022-09-07 04:00:00,0.0,23.44,1.34,0.0,1007.32,94.92,0.0
2022-09-07 05:00:00,0.0,23.38,0.76,285.0,1007.3,94.92,0.0
2022-09-07 06:00:00,0.0,23.32,0.94,188.0,1008.04,94.92,0.07
2022-09-07 07:00:00,0.0,24.4,1.12,209.0,1008.82,94.92,0.75
2022-09-07 08:00:00,0.0,26.4,6.09,259.0,1009.4,94.92,1.84
2022-09-07 09:00:00,0.0,28.5,7.35,255.0,1009.94,90.76,2.56
2022-09-07 10:00:00,0.0,29.8,7.85,201.0,1009.66,79.96,2.16
2022-09-07 11:00:00,0.0,32.2,7.84,167.0,1009.02,69.6,2.12
2022-09-07 12:00:00,0.0,32.4,9.69,188.0,1007.7,68.18,2.4
2022-09-07 13:00:00,0.0,26.66,24.19,169.0,1007.3,93.02,3.48
2022-09-07 14:00:00,0.0,28.8,18.35,168.0,1006.56,78.72,4.67
2022-09-07 15:00:00,0.0,30.8,17.61,162.0,1005.8,72.94,3.24
2022-09-07 16:00:00,0.0,31.0,16.96,170.0,1005.62,73.56,1.26
2022-09-07 17:00:00,0.0,29.5,18.11,165.0,1006.1,80.38,0.45
2022-09-07 18:00:00,0.0,27.9,11.76,164.0,1006.8,86.4,0.0
2022-09-07 19:00:00,0.0,26.8,2.43,142.0,1008.06,93.88,0.0
2022-09-07 20:00:00,0.0,26.1,1.15,118.0,1009.2,94.92,0.0
2022-09-07 21:00:00,0.0,25.7,5.48,8.0,1010.18,94.92,0.0
2022-09-07 22:00:00,0.0,25.6,4.08,61.0,1010.54,94.92,0.0
2022-09-07 23:00:00,0.0,25.26,4.04,61.0,1010.36,94.92,0.0
2022-09-08 00:00:00,0.0,24.66,10.91,9.0,1009.9,94.92,0.0
2022-09-08 01:00:00,0.0,24.2,9.85,0.0,1009.16,94.92,0.0
2022-09-08 02:00:00,0.0,24.0,8.11,0.0,1008.56,94.92,0.0
2022-09-08 03:00:00,0.0,23.8,10.58,60.0,1008.86,94.92,0.0
2022-09-08 04:00:00,0.0,23.9,7.77,32.0,1008.7,94.92,0.0
2022-09-08 05:00:00,0.0,23.9,4.36,0.0,1009.2,94.92,0.0
2022-09-08 06:00:00,0.0,23.5,11.45,34.0,1009.78,94.92,0.08
2022-09-08 07:00:00,0.0,23.82,4.03,19.0,1010.28,94.92,0.78
2022-09-08 08:00:00,0.0,24.9,1.02,72.0,1011.0,94.92,1.39
2022-09-08 09:00:00,0.0,25.2,5.62,36.0,1012.36,94.92,3.25
2022-09-08 10:00:00,0.0,25.06,10.75,77.0,1012.48,94.92,2.29
2022-09-08 11:00:00,0.4,24.9,16.39,66.0,1011.9,94.92,6.34
2022-09-08 12:00:00,1.2,24.1,26.86,23.0,1011.34,94.92,1.44
2022-09-08 13:00:00,0.2,24.9,17.98,62.0,1010.1,94.92,1.73
2022-09-08 14:00:00,0.0,26.94,14.29,90.0,1008.82,91.74,0.63
2022-09-08 15:00:00,0.0,26.7,15.33,170.0,1008.42,91.66,1.52
2022-09-08 16:00:00,0.0,25.7,13.25,88.0,1008.16,94.92,1.25
2022-09-08 17:00:00,0.2,25.3,7.59,71.0,1007.86,94.92,0.34
2022-09-08 18:00:00,0.0,24.78,3.96,120.0,1008.12,94.92,0.0
2022-09-08 19:00:00,0.0,24.5,0.59,61.0,1008.7,94.92,0.0
2022-09-08 20:00:00,0.0,24.5,6.43,45.0,1009.78,94.92,0.0
2022-09-08 21:00:00,0.0,24.2,2.68,48.0,1010.46,94.92,0.0
2022-09-08 22:00:00,0.0,24.2,0.18,85.0,1010.92,94.92,0.0
2022-09-08 23:00:00,0.0,24.16,1.17,156.0,1010.72,94.92,0.0
2022-09-09 00:00:00,0.0,24.0,0.18,143.0,1010.28,94.92,0.0
2022-09-09 01:00:00,0.0,24.1,0.08,155.0,1009.48,94.92,0.0
2022-09-09 02:00:00,0.0,24.0,0.22,301.0,1008.84,94.92,0.0
2022-09-09 03:00:00,0.0,24.02,0.28,218.0,1008.5,94.92,0.0
2022-09-09 04:00:00,0.0,23.7,1.75,198.0,1008.42,94.92,0.0
2022-09-09 05:00:00,0.0,23.66,2.07,45.0,1008.44,94.92,0.0
2022-09-09 06:00:00,0.0,23.5,0.27,4.0,1009.24,94.92,0.07
2022-09-09 07:00:00,0.0,24.1,0.9,61.0,1009.92,94.92,0.59
2022-09-09 08:00:00,0.0,25.2,0.8,158.0,1010.5,94.92,1.38
2022-09-09 09:00:00,0.0,28.3,9.09,163.0,1011.04,91.46,2.47
2022-09-09 10:00:00,0.0,29.7,14.22,168.0,1010.92,77.48,1.94
2022-09-09 11:00:00,0.0,31.7,15.26,207.0,1010.1,72.6,2.6
2022-09-09 12:00:00,0.0,32.0,20.35,165.0,1009.44,68.14,3.22
2022-09-09 13:00:00,0.0,31.6,24.33,163.0,1008.42,69.56,2.03
2022-09-09 14:00:00,0.0,31.17,23.93,133.0,1007.8499999999999,69.38,1.63
2022-09-09 15:00:00,0.0,30.74,23.53,103.0,1007.28,69.2,1.6
2022-09-09 16:00:00,0.0,29.9,22.08,136.0,1007.56,72.44,0.99
2022-09-09 17:00:00,0.0,28.7,25.58,166.0,1008.08,78.38,0.39
2022-09-09 18:00:00,0.0,26.9,18.14,166.0,1009.26,83.7,0.0
2022-09-09 19:00:00,0.0,25.4,14.91,195.0,1009.9,92.1,0.0
2022-09-09 20:00:00,0.0,24.86,4.23,138.0,1011.16,94.92,0.0
2022-09-09 21:00:00,0.0,24.7,1.4,138.0,1011.6,94.92,0.0
2022-09-09 22:00:00,0.0,24.7,7.67,157.0,1011.56,94.92,0.0
2022-09-09 23:00:00,0.0,24.5,8.05,163.0,1011.16,94.92,0.0
2022-09-10 00:00:00,0.0,24.2,5.07,169.0,1010.5,94.92,0.0
2022-09-10 01:00:00,0.0,23.9,2.36,151.0,1009.82,94.92,0.0
2022-09-10 02:00:00,0.0,23.5,1.91,144.0,1009.52,94.92,0.0
2022-09-10 03:00:00,0.2,23.34,0.47,93.0,1009.42,94.92,0.0
2022-09-10 04:00:00,1.0,23.4,0.65,26.0,1009.42,94.92,0.0
2022-09-10 05:00:00,1.0,23.4,0.0,26.0,1009.6,94.92,0.0
2022-09-10 06:00:00,0.2,23.4,0.28,290.0,1010.1,94.92,0.07
2022-09-10 07:00:00,0.2,23.6,5.43,290.0,1010.72,94.92,0.6
2022-09-10 08:00:00,0.0,24.2,7.88,315.0,1011.28,94.92,1.2
2022-09-10 09:00:00,0.0,24.9,10.97,290.0,1011.8,94.92,2.51
2022-09-10 10:00:00,0.0,26.24,10.9,0.0,1011.5,94.12,3.21
2022-09-10 11:00:00,0.2,27.5,10.75,310.0,1010.18,87.98,4.23
2022-09-10 12:00:00,0.0,29.2,10.07,290.0,1009.2,80.1,2.09
2022-09-10 13:00:00,0.0,29.0,7.79,317.0,1008.22,80.4,0.67
2022-09-10 14:00:00,0.0,29.4,6.57,163.0,1007.1,80.24,2.37
2022-09-10 15:00:00,0.0,29.1,8.59,157.0,1006.82,81.5,1.71
2022-09-10 16:00:00,0.0,27.2,11.22,160.0,1006.98,92.72,0.95
2022-09-10 17:00:00,0.6,25.5,16.4,165.0,1007.3,94.92,0.0
2022-09-10 18:00:00,0.2,24.96,15.39,171.0,1008.0,94.92,0.0
2022-09-10 19:00:00,0.0,24.2,14.71,168.0,1008.8,94.92,0.0
2022-09-10 20:00:00,0.0,23.9,5.33,150.0,1009.2,94.92,0.0
2022-09-10 21:00:00,0.0,24.0,7.95,169.0,1009.58,94.92,0.0
2022-09-10 22:00:00,0.0,24.1,4.69,63.0,1009.78,94.92,0.0
2022-09-10 23:00:00,0.0,24.1,0.09,127.0,1009.86,94.92,0.0
2022-09-11 00:00:00,0.0,23.9,0.76,336.0,1009.4,94.92,0.0
2022-09-11 01:00:00,0.0,23.8,0.08,15.0,1008.8,94.92,0.0
2022-09-11 02:00:00,0.0,23.58,0.91,322.0,1008.12,94.92,0.0
2022-09-11 03:00:00,0.0,23.6,0.09,59.0,1007.66,94.92,0.0
2022-09-11 04:00:00,0.0,23.3,0.43,120.0,1007.36,94.92,0.0
2022-09-11 05:00:00,0.0,23.5,0.18,151.0,1007.54,94.92,0.0
2022-09-11 06:00:00,0.0,23.5,0.1,167.0,1008.14,94.92,0.08
2022-09-11 07:00:00,0.0,25.0,2.12,167.0,1008.5,94.92,0.49
2022-09-11 08:00:00,0.0,27.1,5.31,274.0,1008.8,91.94,1.73
2022-09-11 09:00:00,0.0,28.5,7.89,282.0,1009.1,85.26,2.26
2022-09-11 10:00:00,0.0,30.2,9.28,276.0,1008.66,76.4,1.78
2022-09-11 11:00:00,0.0,31.44,7.21,243.0,1008.14,70.4,1.78
2022-09-11 12:00:00,0.0,31.8,9.76,154.0,1007.3,71.34,1.49
2022-09-11 13:00:00,0.0,34.0,7.09,149.0,1006.1,59.06,3.09
2022-09-11 14:00:00,0.0,31.4,12.8,113.0,1005.2,72.4,4.71
2022-09-11 15:00:00,0.0,27.9,19.8,92.0,1005.06,89.06,1.86
2022-09-11 16:00:00,0.0,27.54,19.44,13.0,1005.44,92.86,1.21
2022-09-11 17:00:00,6.4,25.48,45.63,299.0,1005.74,94.92,0.4
2022-09-11 18:00:00,0.4,24.9,77.43,70.0,1006.68,94.92,0.0
2022-09-11 19:00:00,2.8,24.6,36.68,73.0,1007.46,94.92,0.0
2022-09-11 20:00:00,0.4,24.5,18.85,349.0,1008.24,94.92,0.0
2022-09-11 21:00:00,0.0,24.2,17.97,346.0,1008.64,94.92,0.0
2022-09-11 22:00:00,0.0,24.2,21.08,346.0,1009.32,94.92,0.0
2022-09-11 23:00:00,0.0,24.1,27.61,339.0,1009.18,94.92,0.0
2022-09-12 00:00:00,0.0,23.96,33.23,345.0,1009.0,94.92,0.0
2022-09-12 01:00:00,0.0,23.8,34.66,341.0,1008.2,94.92,0.0
2022-09-12 02:00:00,0.2,23.7,30.78,330.0,1007.22,94.92,0.0
2022-09-12 03:00:00,0.0,23.4,28.85,335.0,1007.1,94.92,0.0
2022-09-12 04:00:00,0.0,23.3,33.76,341.0,1007.32,94.92,0.0
2022-09-12 05:00:00,0.0,23.1,35.79,338.0,1007.78,94.92,0.0
2022-09-12 06:00:00,0.0,22.94,34.87,339.0,1007.92,94.92,0.08
2022-09-12 07:00:00,0.0,23.3,34.96,318.0,1008.62,94.92,0.62
2022-09-12 08:00:00,0.0,23.92,42.76,318.0,1009.14,94.92,1.26
2022-09-12 09:00:00,0.0,24.8,40.37,307.0,1009.52,94.92,2.0
2022-09-12 10:00:00,0.0,26.2,16.46,277.0,1009.72,94.92,5.6
2022-09-12 11:00:00,0.0,29.0,12.77,348.0,1008.9,86.76,2.27
2022-09-12 12:00:00,0.0,29.36,11.68,350.0,1007.7,83.5,2.89
2022-09-12 13:00:00,7.0,26.4,11.35,0.0,1006.8,94.92,6.1
2022-09-12 14:00:00,0.0,28.4,21.82,149.0,1006.1,84.52,4.22
2022-09-12 15:00:00,0.0,28.8,17.71,0.0,1005.56,88.0,2.49
2022-09-12 16:00:00,0.0,30.5,16.48,7.0,1005.26,79.42,1.17
2022-09-12 17:00:00,5.4,26.46,38.38,346.0,1005.82,94.92,0.4
2022-09-12 18:00:00,0.0,25.7,52.66,9.0,1006.06,94.92,0.0
2022-09-12 19:00:00,0.0,25.3,63.38,8.0,1007.1,94.92,0.0
2022-09-12 20:00:00,0.0,24.9,34.7,24.0,1008.0,94.92,0.0
2022-09-12 21:00:00,0.0,24.6,14.81,41.0,1008.54,94.92,0.0
2022-09-12 22:00:00,0.0,24.3,8.53,40.0,1009.28,94.92,0.0
2022-09-12 23:00:00,0.0,24.1,0.93,55.0,1009.68,94.92,0.0
2022-09-13 00:00:00,0.0,23.5,1.17,170.0,1009.26,94.92,0.0
2022-09-13 01:00:00,0.0,23.3,0.0,167.0,1008.74,94.92,0.0
2022-09-13 02:00:00,0.0,23.16,0.19,170.0,1008.46,94.92,0.0
2022-09-13 03:00:00,0.0,22.8,0.0,168.0,1008.0,94.92,0.0
2022-09-13 04:00:00,0.0,22.54,0.18,75.0,1008.2,94.92,0.0
2022-09-13 05:00:00,0.0,22.8,0.1,171.0,1008.2,94.92,0.0
2022-09-13 06:00:00,0.0,22.8,0.2,162.0,1009.36,94.92,0.09
2022-09-13 07:00:00,0.0,24.450000000000003,2.6,166.5,1010.25,94.92,0.68
2022-09-13 08:00:00,0.0,26.1,5.0,171.0,1011.14,94.92,1.29
2022-09-13 09:00:00,0.0,28.1,10.22,168.0,1011.32,87.86,2.0
2022-09-13 10:00:00,0.0,29.450000000000003,9.655000000000001,158.5,1010.99,80.53,2.79
2022-09-13 11:00:00,0.0,30.8,9.09,149.0,1010.66,73.2,6.45
2022-09-13 12:00:00,0.0,31.89,10.9,142.0,1009.6099999999999,69.0,2.46
2022-09-13 13:00:00,0.0,32.98,12.71,135.0,1008.56,64.8,5.92
2022-09-13 14:00:00,0.0,33.0,13.89,167.0,1007.56,61.22,1.48
2022-09-13 15:00:00,0.0,32.8,13.04,190.0,1007.02,65.9,0.58
2022-09-13 16:00:00,0.0,31.3,16.84,135.0,1007.5,71.94,1.08
2022-09-13 17:00:00,0.0,29.5,12.996666666666666,144.0,1008.2266666666667,78.63333333333333,0.37
2022-09-13 18:00:00,0.0,27.7,9.153333333333332,153.0,1008.9533333333333,85.32666666666667,0.0
2022-09-13 19:00:00,0.0,25.9,5.31,162.0,1009.68,92.02,0.0
2022-09-13 20:00:00,0.0,25.6,1.46,145.0,1010.88,94.78,0.0
2022-09-13 21:00:00,0.0,25.7,1.33,142.0,1011.44,94.92,0.0
2022-09-13 22:00:00,0.0,25.4,1.82,156.33333333333334,1011.3866666666667,94.92,0.0
2022-09-13 23:00:00,0.0,25.1,2.31,170.66666666666666,1011.3333333333334,94.92,0.0
2022-09-14 00:00:00,0.0,24.8,2.8,185.0,1011.28,94.92,0.0
2022-09-14 01:00:00,0.0,25.3,7.03,165.0,1010.6,94.92,0.0
2022-09-14 02:00:00,0.0,24.7,6.61,260.0,1010.02,94.92,0.0
2022-09-14 03:00:00,0.0,24.2,4.863333333333333,173.33333333333331,1010.0933333333334,94.92,0.0
2022-09-14 04:00:00,0.0,23.7,3.1166666666666667,86.66666666666666,1010.1666666666666,94.92,0.0
2022-09-14 05:00:00,0.0,23.2,1.37,0.0,1010.24,94.92,0.0
2022-09-14 06:00:00,0.0,22.5,1.63,77.0,1010.62,94.92,0.09
2022-09-14 07:00:00,0.0,24.36,0.0,22.0,1011.34,94.92,0.68
2022-09-14 08:00:00,0.0,26.53,8.905,95.0,1011.5699999999999,87.42,1.18
2022-09-14 09:00:00,0.0,28.7,17.81,168.0,1011.8,79.92,1.96
2022-09-14 10:00:00,0.0,30.2,17.92,165.0,1011.72,73.04,4.94
2022-09-14 11:00:00,0.0,30.189999999999998,18.950000000000003,165.5,1011.34,73.36000000000001,7.6
2022-09-14 12:00:00,0.0,30.18,19.98,166.0,1010.96,73.68,1.94
2022-09-14 13:00:00,0.0,30.3,11.43,154.0,1010.52,70.7,3.46
2022-09-14 14:00:00,0.0,30.4,14.185,113.0,1009.5899999999999,69.23,2.27
2022-09-14 15:00:00,0.0,30.5,16.94,72.0,1008.66,67.76,1.6
2022-09-14 16:00:00,0.0,30.2,14.36,79.0,1008.04,71.5,1.15
2022-09-14 17:00:00,0.0,29.2,14.77,75.0,1008.42,75.32,0.38
2022-09-14 18:00:00,0.0,27.2,8.79,76.0,1009.1,90.0,0.0
2022-09-14 19:00:00,0.0,25.5,5.86,30.0,1009.98,94.92,0.0
2022-09-14 20:00:00,0.0,25.1,6.87,8.0,1010.72,94.92,0.0
2022-09-14 21:00:00,0.0,24.88,6.31,8.0,1011.5,94.92,0.0
2022-09-14 22:00:00,0.0,24.490000000000002,4.984999999999999,11.5,1011.77,94.92,0.0
2022-09-14 23:00:00,0.0,24.1,3.66,15.0,1012.04,94.92,0.0
2022-09-15 00:00:00,0.0,23.7,0.39,26.0,1011.2,94.92,0.0
2022-09-15 01:00:00,0.0,23.6,1.11,19.0,1010.56,94.92,0.0
2022-09-15 02:00:00,0.0,23.7,5.89,315.0,1010.02,94.92,0.0
2022-09-15 03:00:00,0.0,23.8,7.95,311.0,1009.58,94.92,0.0
2022-09-15 04:00:00,0.0,23.6,0.94,315.0,1009.3,94.92,0.0
2022-09-15 05:00:00,0.0,23.4,1.405,306.0,1009.5999999999999,94.92,0.0
2022-09-15 06:00:00,0.0,23.2,1.87,297.0,1009.9,94.92,0.09
2022-09-15 07:00:00,0.0,24.3,2.34,15.0,1010.44,94.92,0.45
2022-09-15 08:00:00,0.0,26.8,10.2,296.0,1010.4,94.92,1.24
2022-09-15 09:00:00,0.0,29.0,9.47,200.0,1010.34,82.64,2.23
2022-09-15 10:00:00,0.0,31.0,10.31,145.0,1009.9,72.92,3.38
2022-09-15 11:00:00,0.0,31.9,17.56,79.0,1009.44,67.02,1.87
2022-09-15 12:00:00,0.0,32.7,21.37,77.0,1008.78,63.64,2.26
2022-09-15 13:00:00,0.0,33.56,21.67,81.0,1007.7,58.72,2.88
2022-09-15 14:00:00,0.0,33.93,24.22,81.0,1006.95,58.599999999999994,1.88
2022-09-15 15:00:00,0.0,34.3,26.77,81.0,1006.2,58.48,1.61
2022-09-15 16:00:00,0.0,33.2,25.21,99.0,1005.94,61.52,1.15
2022-09-15 17:00:00,0.0,31.5,24.42,90.0,1006.3,69.42,0.45
2022-09-15 18:00:00,0.0,28.4,17.6,79.0,1007.3,82.8,0.0
2022-09-15 19:00:00,0.0,26.7,4.41,107.0,1008.14,94.0,0.0
2022-09-15 20:00:00,0.0,25.6,5.84,143.0,1008.86,94.92,0.0
2022-09-15 21:00:00,0.0,25.4,3.87,138.0,1009.56,94.92,0.0
2022-09-15 22:00:00,0.0,25.03,2.95,109.5,1009.63,94.92,0.0
2022-09-15 23:00:00,0.0,24.66,2.03,81.0,1009.7,94.92,0.0
2022-09-16 00:00:00,0.0,24.58,1.1549999999999998,126.0,1009.29,94.92,0.0
2022-09-16 01:00:00,0.0,24.5,0.28,171.0,1008.88,94.92,0.0
2022-09-16 02:00:00,0.0,24.2,0.14,178.0,1008.35,94.92,0.0
2022-09-16 03:00:00,0.0,23.9,0.0,185.0,1007.82,94.92,0.0
2022-09-16 04:00:00,0.0,23.7,0.0,185.0,1007.84,94.92,0.0
2022-09-16 05:00:00,0.0,23.65,1.445,187.0,1008.33,94.92,0.0
2022-09-16 06:00:00,0.0,23.6,2.89,189.0,1008.82,94.92,0.09
2022-09-16 07:00:00,0.0,24.84,3.07,162.0,1009.52,94.92,0.63
2022-09-16 08:00:00,0.0,27.206666666666667,6.02,136.66666666666666,1009.48,84.02,1.35
2022-09-16 09:00:00,0.0,29.573333333333334,8.969999999999999,111.33333333333334,1009.4399999999999,73.12,0.84
2022-09-16 10:00:00,0.0,31.94,11.92,86.0,1009.4,62.22,2.1
2022-09-16 11:00:00,0.0,32.373333333333335,14.553333333333333,79.0,1008.4399999999999,61.513333333333335,3.41
2022-09-16 12:00:00,0.0,32.80666666666667,17.186666666666667,72.0,1007.48,60.806666666666665,1.67
2022-09-16 13:00:00,0.0,33.24,19.82,65.0,1006.52,60.1,3.05
2022-09-16 14:00:00,0.0,33.9,20.15,80.0,1005.82,56.62,3.24
2022-09-16 15:00:00,0.0,33.55,21.15,85.5,1005.46,59.06,0.56
2022-09-16 16:00:00,0.0,33.2,22.15,91.0,1005.1,61.5,0.63
2022-09-16 17:00:00,0.0,31.7,21.41,77.0,1005.54,65.38,0.0
2022-09-16 18:00:00,0.0,28.8,18.88,102.0,1006.26,76.98,0.0
2022-09-16 19:00:00,0.0,27.0,11.27,83.0,1007.1,87.98,0.0
2022-09-16 20:00:00,0.0,25.5,4.02,85.0,1007.74,94.92,0.0
2022-09-16 21:00:00,0.0,25.2,4.74,52.0,1008.4,94.92,0.0
2022-09-16 22:00:00,0.0,25.16,1.94,70.0,1008.7,94.92,0.0
2022-09-16 23:00:00,0.0,24.5,4.68,156.0,1008.42,94.92,0.0
2022-09-17 00:00:00,0.0,24.36,2.3,38.0,1007.8,94.92,0.0
2022-09-17 01:00:00,0.0,24.4,1.04,122.0,1007.56,94.92,0.0
2022-09-17 02:00:00,0.0,24.2,0.0,160.0,1007.1,94.92,0.0
2022-09-17 03:00:00,0.0,23.8,2.87,0.0,1006.86,94.92,0.0
2022-09-17 04:00:00,0.0,23.3,4.85,346.0,1007.5,94.92,0.0
2022-09-17 05:00:00,0.0,23.2,3.44,346.0,1007.68,94.92,0.0
2022-09-17 06:00:00,0.0,23.3,0.0,334.0,1007.9,94.92,0.11
2022-09-17 07:00:00,0.0,24.62,0.55,334.0,1008.58,94.92,0.73
2022-09-17 08:00:00,0.0,27.34,6.78,198.0,1009.2,91.76,1.3
2022-09-17 09:00:00,0.0,30.0,6.69,292.0,1009.22,79.82,2.3
2022-09-17 10:00:00,0.0,30.86,12.23,154.0,1008.8,75.8,5.0
2022-09-17 11:00:00,0.0,31.7,16.04,149.0,1008.06,70.9,1.86
2022-09-17 12:00:00,4.4,26.8,25.85,81.0,1008.16,91.32,0.71
2022-09-17 13:00:00,12.6,24.56,50.67,107.0,1007.12,94.92,0.47
2022-09-17 14:00:00,0.2,31.3,22.36,124.0,1006.04,71.12,1.94
2022-09-17 15:00:00,0.0,32.4,30.39,158.0,1005.5,68.38,2.28
2022-09-17 16:00:00,0.0,30.9,25.31,146.0,1005.42,74.28,1.32
2022-09-17 17:00:00,0.0,28.7,25.21,113.0,1006.3,77.8,0.17
2022-09-17 18:00:00,0.0,26.7,12.12,45.0,1007.18,89.12,0.0
2022-09-17 19:00:00,0.0,25.12,7.05,45.0,1007.5,94.92,0.0
2022-09-17 20:00:00,0.0,24.88,1.57,26.0,1007.88,94.92,0.0
2022-09-17 21:00:00,0.0,25.2,0.2,59.0,1008.68,94.92,0.0
2022-09-17 22:00:00,0.0,24.8,0.0,155.0,1009.34,94.92,0.0
2022-09-17 23:00:00,0.0,24.8,0.09,155.0,1009.6,94.92,0.0
2022-09-18 00:00:00,0.0,24.56,0.0,270.0,1008.8,94.92,0.0
2022-09-18 01:00:00,0.0,24.7,0.0,270.0,1008.3,94.92,0.0
2022-09-18 02:00:00,0.0,24.9,1.36,270.0,1007.64,94.92,0.0
2022-09-18 03:00:00,0.0,24.4,0.91,198.0,1007.74,94.92,0.0
2022-09-18 04:00:00,0.0,24.1,0.0,198.0,1008.08,94.92,0.0
2022-09-18 05:00:00,0.0,24.04,0.66,198.0,1008.52,94.92,0.0
2022-09-18 06:00:00,0.0,23.78,1.28,196.0,1008.9,94.92,0.1
2022-09-18 07:00:00,0.0,25.04,2.37,270.0,1009.18,94.92,0.57
2022-09-18 08:00:00,0.0,27.9,13.07,193.0,1009.88,90.8,1.33
2022-09-18 09:00:00,0.0,29.8,20.08,167.0,1010.0,81.9,2.27
2022-09-18 10:00:00,0.0,30.7,23.17,161.0,1009.62,74.56,2.11
2022-09-18 11:00:00,0.0,31.0,27.23,164.0,1008.78,74.58,5.46
2022-09-18 12:00:00,0.0,32.08,27.29,168.0,1007.78,69.86,4.05
2022-09-18 13:00:00,0.0,33.2,25.96,155.0,1006.78,65.26,2.03
2022-09-18 14:00:00,0.0,33.3,27.26,162.0,1005.88,63.26,5.99
2022-09-18 15:00:00,0.4,31.46,26.25,151.0,1005.36,72.94,1.83
2022-09-18 16:00:00,0.0,30.96,23.52,164.0,1005.54,72.08,1.22
2022-09-18 17:00:00,0.0,30.2,11.97,163.0,1006.28,75.16,0.53
2022-09-18 18:00:00,0.0,28.3,6.69,70.0,1007.1,87.1,0.0
2022-09-18 19:00:00,0.0,25.7,7.89,0.0,1007.82,94.92,0.0
2022-09-18 20:00:00,0.0,25.32,8.36,341.0,1008.62,94.92,0.0
2022-09-18 21:00:00,0.0,25.1,4.12,8.0,1009.32,94.92,0.0
2022-09-18 22:00:00,0.0,24.7,7.61,8.0,1009.52,94.92,0.0
2022-09-18 23:00:00,0.0,24.5,5.57,0.0,1009.38,94.92,0.0
2022-09-19 00:00:00,0.0,24.3,5.84,348.0,1008.8,94.92,0.0
2022-09-19 01:00:00,0.0,24.36,3.28,0.0,1008.3,94.92,0.0
2022-09-19 02:00:00,0.0,24.0,10.03,0.0,1007.82,94.92,0.0
2022-09-19 03:00:00,0.0,23.9,1.75,336.0,1007.62,94.92,0.0
2022-09-19 04:00:00,0.0,23.8,1.89,0.0,1007.18,94.92,0.0
2022-09-19 05:00:00,0.0,23.6,5.35,0.0,1007.7,94.92,0.0
2022-09-19 06:00:00,0.0,23.4,8.2,0.0,1008.74,94.92,0.0
2022-09-19 07:00:00,0.0,24.04,10.06,0.0,1009.5,94.92,0.0
2022-09-19 08:00:00,0.0,25.3,15.29,336.0,1009.92,94.92,0.0
2022-09-19 09:00:00,0.0,26.5,18.73,317.0,1010.7,94.9,0.0
2022-09-19 10:00:00,0.0,27.5,24.06,0.0,1010.9,91.7,0.0
2022-09-19 11:00:00,0.0,27.88,23.93,0.0,1010.14,90.6,0.0
2022-09-19 12:00:00,0.0,27.84,29.96,350.0,1008.76,90.68,0.0
2022-09-19 13:00:00,0.0,28.76,39.07,1.0,1008.34,88.28,0.0
2022-09-19 14:00:00,0.0,26.0,25.02,0.0,1008.06,82.08,0.0
